YEAR,City_State,POPULATION
2021,"Cheshire Village, Connecticut",6653.0
2021,"Chester Center, Connecticut",1745.0
2021,"Clinton, Connecticut",3496.0
2021,"Colchester, Connecticut",4901.0
2021,"Collinsville, Connecticut",3443.0
2021,"Conning Towers Nautilus Park, Connecticut",9834.0
2021,"Cos Cob, Connecticut",7061.0
2021,"Coventry Lake, Connecticut",2865.0
2021,"Crystal Lake, Connecticut",2238.0
2021,"Danbury, Connecticut",86647.0
2021,"Danielson, Connecticut",3934.0
2021,"Darien, Connecticut",22270.0
2021,"Deep River Center, Connecticut",2296.0
2021,"Derby, Connecticut",12521.0
2021,"Durham, Connecticut",2763.0
2021,"East Brooklyn, Connecticut",1519.0
2021,"East Hampton, Connecticut",2890.0
2021,"East Hartford, Connecticut",50373.0
2021,"East Haven, Connecticut",28791.0
2021,"Essex Village, Connecticut",2358.0
2021,"Falls Village, Connecticut",425.0
2021,"Fenwick, Connecticut",76.0
2021,"Gales Ferry, Connecticut",858.0
2021,"Georgetown, Connecticut",1884.0
2021,"Glastonbury Center, Connecticut",7934.0
2021,"Glenville, Connecticut",2470.0
2021,"Greenwich, Connecticut",13512.0
2021,"Groton, Connecticut",8603.0
2021,"Groton Long Point, Connecticut",454.0
2021,"Guilford Center, Connecticut",2597.0
2021,"Hartford, Connecticut",123373.0
2021,"Hazardville, Connecticut",4917.0
2021,"Heritage Village, Connecticut",4217.0
2021,"Higganum, Connecticut",1427.0
2021,"Jewett City, Connecticut",3417.0
2021,"Kensington, Connecticut",8031.0
2021,"Lake Pocotopaug, Connecticut",3510.0
2021,"Lakeville, Connecticut",1026.0
2021,"Litchfield, Connecticut",1281.0
2021,"Long Hill, Connecticut",4597.0
2021,"Madison Center, Connecticut",2468.0
2021,"Manchester, Connecticut",30208.0
2021,"Mansfield Center, Connecticut",899.0
2021,"Mashantucket, Connecticut",250.0
2021,"Meriden, Connecticut",59708.0
2021,"Middletown, Connecticut",46306.0
2021,"Milford (balance), Connecticut",53007.0
2021,"Moodus, Connecticut",1413.0
2021,"Moosup, Connecticut",4251.0
2021,"Mystic, Connecticut",4359.0
2021,"Naugatuck, Connecticut",31398.0
2021,"New Britain, Connecticut",72819.0
2021,"New Hartford Center, Connecticut",1197.0
2021,"New Haven, Connecticut",131245.0
2021,"Newington, Connecticut",30433.0
2021,"New London, Connecticut",26886.0
2021,"New Milford, Connecticut",6969.0
2021,"New Preston, Connecticut",818.0
2021,"Newtown, Connecticut",1917.0
2021,"Niantic, Connecticut",2959.0
2021,"Noank, Connecticut",1492.0
2021,"Norfolk, Connecticut",420.0
2021,"North Granby, Connecticut",1383.0
2021,"North Grosvenor Dale, Connecticut",1054.0
2021,"North Haven, Connecticut",23741.0
2021,"Northwest Harwinton, Connecticut",3116.0
2021,"Norwalk, Connecticut",90091.0
2021,"Norwich, Connecticut",39521.0
2021,"Oakville, Connecticut",8832.0
2021,"Old Greenwich, Connecticut",7019.0
2021,"Old Mystic, Connecticut",3404.0
2021,"Old Saybrook Center, Connecticut",2018.0
2021,"Orange, Connecticut",13990.0
2021,"Oxoboxo River, Connecticut",2658.0
2021,"Pawcatuck, Connecticut",4896.0
2021,"Pemberwick, Connecticut",4522.0
2021,"Plainfield Village, Connecticut",1829.0
2021,"Poquonock Bridge, Connecticut",2528.0
2021,"Portland, Connecticut",5382.0
2021,"Putnam, Connecticut",6572.0
2021,"Quinebaug, Connecticut",1517.0
2021,"Ridgefield, Connecticut",8007.0
2021,"Riverside, Connecticut",8377.0
2021,"Rockville, Connecticut",6995.0
2021,"Salmon Brook, Connecticut",2501.0
2021,"Saybrook Manor, Connecticut",972.0
2021,"Sharon, Connecticut",694.0
2021,"Shelton, Connecticut",42080.0
2021,"Sherwood Manor, Connecticut",5348.0
2021,"Simsbury Center, Connecticut",6111.0
2021,"Somers, Connecticut",1999.0
2021,"South Coventry, Connecticut",1150.0
2021,"Southport, Connecticut",1727.0
2021,"South Windham, Connecticut",1265.0
2021,"Southwood Acres, Connecticut",7557.0
2021,"South Woodstock, Connecticut",1393.0
2021,"Stafford Springs, Connecticut",5000.0
2021,"Stamford, Connecticut",132218.0
2021,"Stonington, Connecticut",893.0
2021,"Storrs, Connecticut",17394.0
2021,"Stratford, Connecticut",52947.0
2021,"Suffield Depot, Connecticut",1398.0
2021,"Tariffville, Connecticut",1422.0
2021,"Terramuggus, Connecticut",996.0
2021,"Terryville, Connecticut",5099.0
2021,"Thomaston, Connecticut",1793.0
2021,"Thompsonville, Connecticut",8524.0
2021,"Torrington, Connecticut",34113.0
2021,"Trumbull, Connecticut",36567.0
2021,"Wallingford Center, Connecticut",18058.0
2021,"Waterbury, Connecticut",108247.0
2021,"Waterford, Connecticut",3026.0
2021,"Watertown, Connecticut",3238.0
2021,"Wauregan, Connecticut",1554.0
2021,"Weatogue, Connecticut",3084.0
2021,"Westbrook Center, Connecticut",1976.0
2021,"West Hartford, Connecticut",63281.0
2021,"West Haven, Connecticut",54807.0
2021,"Westport, Connecticut",28581.0
2021,"West Simsbury, Connecticut",2446.0
2021,"Wethersfield, Connecticut",26144.0
2021,"Willimantic, Connecticut",17329.0
2021,"Wilton Center, Connecticut",723.0
2021,"Windsor Locks, Connecticut",12685.0
2021,"Winsted, Connecticut",7388.0
2021,"Woodbury Center, Connecticut",1406.0
2021,"Woodmont, Connecticut",1502.0
2021,"Arden, Delaware",357.0
2021,"Ardencroft, Delaware",231.0
2021,"Ardentown, Delaware",291.0
2021,"Bear, Delaware",21467.0
2021,"Bellefonte, Delaware",1211.0
2021,"Bethany Beach, Delaware",1008.0
2021,"Bethel, Delaware",219.0
2021,"Blades, Delaware",1371.0
2021,"Bowers, Delaware",361.0
2021,"Bridgeville, Delaware",3044.0
2021,"Brookside, Delaware",12983.0
2021,"Camden, Delaware",3578.0
2021,"Cheswold, Delaware",1241.0
2021,"Claymont, Delaware",9641.0
2021,"Clayton, Delaware",3422.0
2021,"Dagsboro, Delaware",909.0
2021,"Delaware City, Delaware",1863.0
2021,"Delmar, Delaware",1897.0
2021,"Dewey Beach, Delaware",310.0
2021,"Dover, Delaware",38150.0
2021,"Dover Base Housing, Delaware",3781.0
2021,"Edgemoor, Delaware",6959.0
2021,"Ellendale, Delaware",500.0
2021,"Elsmere, Delaware",6019.0
2021,"Farmington, Delaware",127.0
2021,"Felton, Delaware",1604.0
2021,"Fenwick Island, Delaware",508.0
2021,"Frankford, Delaware",1019.0
2021,"Frederica, Delaware",1111.0
2021,"Georgetown, Delaware",7498.0
2021,"Glasgow, Delaware",14367.0
2021,"Greenville, Delaware",2273.0
2021,"Greenwood, Delaware",1356.0
2021,"Harrington, Delaware",3736.0
2021,"Hartly, Delaware",4.0
2021,"Henlopen Acres, Delaware",192.0
2021,"Highland Acres, Delaware",3728.0
2021,"Hockessin, Delaware",13638.0
2021,"Houston, Delaware",378.0
2021,"Kent Acres, Delaware",2702.0
2021,"Kenton, Delaware",301.0
2021,"Laurel, Delaware",4312.0
2021,"Leipsic, Delaware",160.0
2021,"Lewes, Delaware",3191.0
2021,"Little Creek, Delaware",164.0
2021,"Long Neck, Delaware",2806.0
2021,"Magnolia, Delaware",395.0
2021,"Middletown, Delaware",22841.0
2021,"Milford, Delaware",11489.0
2021,"Millsboro, Delaware",4481.0
2021,"Millville, Delaware",2320.0
2021,"Milton, Delaware",2979.0
2021,"Newark, Delaware",34246.0
2021,"New Castle, Delaware",5360.0
2021,"Newport, Delaware",1298.0
2021,"North Star, Delaware",7252.0
2021,"Ocean View, Delaware",2263.0
2021,"Odessa, Delaware",731.0
2021,"Pike Creek, Delaware",8431.0
2021,"Pike Creek Valley, Delaware",10361.0
2021,"Rehoboth Beach, Delaware",1311.0
2021,"Rising Sun-Lebanon, Delaware",4529.0
2021,"Riverview, Delaware",2629.0
2021,"Rodney Village, Delaware",1222.0
2021,"Seaford, Delaware",7827.0
2021,"Selbyville, Delaware",2247.0
2021,"Slaughter Beach, Delaware",293.0
2021,"Smyrna, Delaware",12178.0
2021,"South Bethany, Delaware",452.0
2021,"Townsend, Delaware",2733.0
2021,"Viola, Delaware",156.0
2021,"Wilmington, Delaware",70909.0
2021,"Wilmington Manor, Delaware",7719.0
2021,"Woodside, Delaware",150.0
2021,"Woodside East, Delaware",2669.0
2021,"Wyoming, Delaware",1517.0
2021,"Washington, District of Columbia",721038.0
2021,"Acacia Villas, Florida",458.0
2021,"Alachua, Florida",10179.0
2021,"Alafaya, Florida",93706.0
2021,"Alford, Florida",717.0
2021,"Allentown, Florida",976.0
2021,"Altamonte Springs, Florida",43844.0
2021,"Altha, Florida",706.0
2021,"Altoona, Florida",61.0
2021,"Alturas, Florida",3756.0
2021,"Alva, Florida",2705.0
2021,"Andrews, Florida",611.0
2021,"Anna Maria, Florida",639.0
2021,"Apalachicola, Florida",2445.0
2021,"Apollo Beach, Florida",21407.0
2021,"Apopka, Florida",54308.0
2021,"Arcadia, Florida",8084.0
2021,"Archer, Florida",1425.0
2021,"Aripeka, Florida",99.0
2021,"Asbury Lake, Florida",9658.0
2021,"Astatula, Florida",1479.0
2021,"Astor, Florida",1519.0
2021,"Atlantic Beach, Florida",13538.0
2021,"Atlantis, Florida",2282.0
2021,"Auburndale, Florida",16064.0
2021,"Aucilla, Florida",111.0
2021,"Avalon, Florida",502.0
2021,"Aventura, Florida",39220.0
2021,"Avon Park, Florida",10923.0
2021,"Azalea Park, Florida",15130.0
2021,"Babson Park, Florida",1488.0
2021,"Bagdad, Florida",3720.0
2021,"Baldwin, Florida",1758.0
2021,"Bal Harbour, Florida",3112.0
2021,"Balm, Florida",4385.0
2021,"Bardmoor, Florida",8960.0
2021,"Bartow, Florida",19748.0
2021,"Bascom, Florida",31.0
2021,"Bay Harbor Islands, Florida",6066.0
2021,"Bay Hill, Florida",4797.0
2021,"Bay Lake, Florida",73.0
2021,"Bayonet Point, Florida",27954.0
2021,"Bay Pines, Florida",3321.0
2021,"Bayport, Florida",73.0
2021,"Bayshore Gardens, Florida",21723.0
2021,"Beacon Square, Florida",6733.0
2021,"Bear Creek, Florida",1983.0
2021,"Bee Ridge, Florida",10003.0
2021,"Bell, Florida",574.0
2021,"Bellair-Meadowbrook Terrace, Florida",15480.0
2021,"Belleair, Florida",4127.0
2021,"Belleair Beach, Florida",1591.0
2021,"Belleair Bluffs, Florida",2407.0
2021,"Belleair Shore, Florida",86.0
2021,"Belle Glade, Florida",19981.0
2021,"Belle Isle, Florida",7137.0
2021,"Belleview, Florida",4954.0
2021,"Bellview, Florida",20615.0
2021,"Berrydale, Florida",307.0
2021,"Beverly Beach, Florida",503.0
2021,"Beverly Hills, Florida",9696.0
2021,"Big Coppitt Key, Florida",3275.0
2021,"Big Pine Key, Florida",5576.0
2021,"Biscayne Park, Florida",3217.0
2021,"Bithlo, Florida",9896.0
2021,"Black Diamond, Florida",985.0
2021,"Black Hammock, Florida",1305.0
2021,"Bloomingdale, Florida",24578.0
2021,"Blountstown, Florida",2817.0
2021,"Boca Raton, Florida",99589.0
2021,"Bokeelia, Florida",1135.0
2021,"Bonifay, Florida",2640.0
2021,"Bonita Springs, Florida",57504.0
2021,"Boulevard Gardens, Florida",1966.0
2021,"Bowling Green, Florida",2881.0
2021,"Boynton Beach, Florida",78564.0
2021,"Bradenton, Florida",56711.0
2021,"Bradenton Beach, Florida",651.0
2021,"Bradley Junction, Florida",643.0
2021,"Brandon, Florida",119172.0
2021,"Branford, Florida",600.0
2021,"Brent, Florida",21759.0
2021,"Brewster, Florida",0.0
2021,"Briny Breezes, Florida",888.0
2021,"Bristol, Florida",1030.0
2021,"Broadview Park, Florida",8488.0
2021,"Bronson, Florida",630.0
2021,"Brooker, Florida",429.0
2021,"Brookridge, Florida",4387.0
2021,"Brooksville, Florida",8059.0
2021,"Brownsdale, Florida",394.0
2021,"Brownsville, Florida",18476.0
2021,"Buckhead Ridge, Florida",1567.0
2021,"Buckingham, Florida",4070.0
2021,"Buenaventura Lakes, Florida",36812.0
2021,"Bunnell, Florida",2738.0
2021,"Burnt Store Marina, Florida",2257.0
2021,"Bushnell, Florida",3115.0
2021,"Butler Beach, Florida",4797.0
2021,"Cabana Colony, Florida",2687.0
2021,"Callahan, Florida",1545.0
2021,"Callaway, Florida",15253.0
2021,"Campbell, Florida",2145.0
2021,"Campbellton, Florida",226.0
2021,"Canal Point, Florida",634.0
2021,"Cape Canaveral, Florida",10400.0
2021,"Cape Coral, Florida",189387.0
2021,"Captiva, Florida",187.0
2021,"Carrabelle, Florida",2707.0
2021,"Carrollwood, Florida",35400.0
2021,"Caryville, Florida",56.0
2021,"Casselberry, Florida",27925.0
2021,"Cedar Grove, Florida",3453.0
2021,"Cedar Key, Florida",860.0
2021,"Celebration, Florida",9745.0
2021,"Center Hill, Florida",901.0
2021,"Century, Florida",1512.0
2021,"Charleston Park, Florida",161.0
2021,"Charlotte Harbor, Florida",4101.0
2021,"Charlotte Park, Florida",2500.0
2021,"Chattahoochee, Florida",2891.0
2021,"Cheval, Florida",10994.0
2021,"Chiefland, Florida",2359.0
2021,"Chipley, Florida",3477.0
2021,"Chokoloskee, Florida",185.0
2021,"Christmas, Florida",2166.0
2021,"Chuluota, Florida",2661.0
2021,"Chumuckla, Florida",812.0
2021,"Cinco Bayou, Florida",472.0
2021,"Citrus Hills, Florida",8065.0
2021,"Citrus Park, Florida",27359.0
2021,"Citrus Springs, Florida",9161.0
2021,"Clarcona, Florida",3204.0
2021,"Clearwater, Florida",116160.0
2021,"Clermont, Florida",36243.0
2021,"Cleveland, Florida",2961.0
2021,"Clewiston, Florida",7782.0
2021,"Cloud Lake, Florida",197.0
2021,"Cobbtown, Florida",-21.0
2021,"Cocoa, Florida",18191.0
2021,"Cocoa Beach, Florida",11496.0
2021,"Cocoa West, Florida",5759.0
2021,"Coconut Creek, Florida",63067.0
2021,"Coleman, Florida",556.0
2021,"Combee Settlement, Florida",6479.0
2021,"Connerton, Florida",5947.0
2021,"Conway, Florida",13465.0
2021,"Cooper City, Florida",38208.0
2021,"Coral Gables, Florida",52759.0
2021,"Coral Springs, Florida",135035.0
2021,"Coral Terrace, Florida",25475.0
2021,"Cortez, Florida",4165.0
2021,"Cottondale, Florida",838.0
2021,"Country Club, Florida",53941.0
2021,"Country Walk, Florida",17529.0
2021,"Crawfordville, Florida",5381.0
2021,"Crescent Beach, Florida",1011.0
2021,"Crescent City, Florida",1431.0
2021,"Crestview, Florida",25029.0
2021,"Crooked Lake Park, Florida",1877.0
2021,"Cross City, Florida",2215.0
2021,"Crystal Lake, Florida",6987.0
2021,"Crystal River, Florida",3017.0
2021,"Crystal Springs, Florida",821.0
2021,"Cudjoe Key, Florida",2101.0
2021,"Cutler Bay, Florida",47102.0
2021,"Cypress Gardens, Florida",9846.0
2021,"Cypress Lake, Florida",12970.0
2021,"Cypress Quarters, Florida",1411.0
2021,"Dade City, Florida",7066.0
2021,"Dade City North, Florida",3021.0
2021,"Dania Beach, Florida",32678.0
2021,"Davenport, Florida",4574.0
2021,"Davie, Florida",107469.0
2021,"Day, Florida",140.0
2021,"Daytona Beach, Florida",67558.0
2021,"Daytona Beach Shores, Florida",4455.0
2021,"DeBary, Florida",20799.0
2021,"Deerfield Beach, Florida",81741.0
2021,"De Funiak Springs, Florida",5265.0
2021,"DeLand, Florida",33031.0
2021,"DeLand Southwest, Florida",906.0
2021,"De Leon Springs, Florida",2110.0
2021,"Delray Beach, Florida",69645.0
2021,"Deltona, Florida",90944.0
2021,"Desoto Lakes, Florida",3550.0
2021,"Destin, Florida",14042.0
2021,"Dickerson City, Florida",128.0
2021,"Dixonville, Florida",97.0
2021,"Doctor Phillips, Florida",11008.0
2021,"Doral, Florida",64365.0
2021,"Dover, Florida",2952.0
2021,"Duck Key, Florida",757.0
2021,"Dundee, Florida",4545.0
2021,"Dunedin, Florida",36543.0
2021,"Dunnellon, Florida",2307.0
2021,"Eagle Lake, Florida",2822.0
2021,"East Bronson, Florida",2395.0
2021,"East Lake, Florida",32557.0
2021,"East Lake-Orient Park, Florida",29676.0
2021,"East Milton, Florida",15298.0
2021,"East Palatka, Florida",2046.0
2021,"Eastpoint, Florida",2209.0
2021,"East Williston, Florida",670.0
2021,"Eatonville, Florida",2392.0
2021,"Ebro, Florida",241.0
2021,"Edgewater, Florida",22728.0
2021,"Edgewood, Florida",2995.0
2021,"Eglin AFB, Florida",1075.0
2021,"Egypt Lake-Leto, Florida",38085.0
2021,"Elfers, Florida",12856.0
2021,"Ellenton, Florida",3854.0
2021,"El Portal, Florida",2173.0
2021,"Englewood, Florida",14771.0
2021,"Ensley, Florida",23979.0
2021,"Estero, Florida",36503.0
2021,"Esto, Florida",341.0
2021,"Eustis, Florida",20832.0
2021,"Everglades, Florida",178.0
2021,"Fairview Shores, Florida",11111.0
2021,"Fanning Springs, Florida",1078.0
2021,"Feather Sound, Florida",3598.0
2021,"Fellsmere, Florida",5795.0
2021,"Fernandina Beach, Florida",12471.0
2021,"Ferndale, Florida",693.0
2021,"Fern Park, Florida",8802.0
2021,"Ferry Pass, Florida",35938.0
2021,"Fidelis, Florida",147.0
2021,"Fisher Island, Florida",258.0
2021,"Fish Hawk, Florida",22387.0
2021,"Five Points, Florida",1338.0
2021,"Flagler Beach, Florida",4981.0
2021,"Flagler Estates, Florida",3835.0
2021,"Fleming Island, Florida",29290.0
2021,"Floral City, Florida",5402.0
2021,"Florida City, Florida",12676.0
2021,"Florida Ridge, Florida",22788.0
2021,"Floridatown, Florida",229.0
2021,"Forest City, Florida",14947.0
2021,"Fort Denaud, Florida",1952.0
2021,"Fort Green, Florida",78.0
2021,"Fort Green Springs, Florida",134.0
2021,"Fort Lauderdale, Florida",183275.0
2021,"Fort Meade, Florida",6129.0
2021,"Fort Myers, Florida",81827.0
2021,"Fort Myers Beach, Florida",7129.0
2021,"Fort Myers Shores, Florida",7304.0
2021,"Fort Pierce, Florida",45649.0
2021,"Fort Pierce North, Florida",7190.0
2021,"Fort Pierce South, Florida",3695.0
2021,"Fort Walton Beach, Florida",22497.0
2021,"Fort White, Florida",707.0
2021,"Fountainebleau, Florida",60778.0
2021,"Four Corners, Florida",44606.0
2021,"Franklin Park, Florida",1003.0
2021,"Freeport, Florida",3090.0
2021,"Frostproof, Florida",3194.0
2021,"Fruit Cove, Florida",33079.0
2021,"Fruitland Park, Florida",7315.0
2021,"Fruitville, Florida",13731.0
2021,"Fuller Heights, Florida",11175.0
2021,"Fussels Corner, Florida",4220.0
2021,"Gainesville, Florida",133196.0
2021,"Garcon Point, Florida",413.0
2021,"Garden Grove, Florida",737.0
2021,"Gardner, Florida",210.0
2021,"Gateway, Florida",10884.0
2021,"Geneva, Florida",2656.0
2021,"Gibsonton, Florida",20149.0
2021,"Gifford, Florida",9565.0
2021,"Gladeview, Florida",14225.0
2021,"Glencoe, Florida",1583.0
2021,"Glen Ridge, Florida",201.0
2021,"Glen St. Mary, Florida",637.0
2021,"Glenvar Heights, Florida",18642.0
2021,"Golden Beach, Florida",539.0
2021,"Golden Gate, Florida",32048.0
2021,"Golden Glades, Florida",35267.0
2021,"Goldenrod, Florida",12437.0
2021,"Golf, Florida",182.0
2021,"Gonzalez, Florida",15190.0
2021,"Goodland, Florida",330.0
2021,"Gotha, Florida",2212.0
2021,"Goulding, Florida",3475.0
2021,"Goulds, Florida",12659.0
2021,"Graceville, Florida",2415.0
2021,"Grand Ridge, Florida",878.0
2021,"Grant-Valkaria, Florida",4227.0
2021,"Greenacres, Florida",41632.0
2021,"Greenbriar, Florida",3116.0
2021,"Green Cove Springs, Florida",7907.0
2021,"Greensboro, Florida",517.0
2021,"Greenville, Florida",1004.0
2021,"Greenwood, Florida",795.0
2021,"Grenelefe, Florida",2426.0
2021,"Gretna, Florida",635.0
2021,"Grove City, Florida",2202.0
2021,"Groveland, Florida",14086.0
2021,"Gulf Breeze, Florida",6602.0
2021,"Gulf Gate Estates, Florida",10821.0
2021,"Gulfport, Florida",12335.0
2021,"Gulf Stream, Florida",829.0
2021,"Gun Club Estates, Florida",1251.0
2021,"Haines City, Florida",24724.0
2021,"Hallandale Beach, Florida",40581.0
2021,"Hampton, Florida",388.0
2021,"Harbor Bluffs, Florida",2902.0
2021,"Harbour Heights, Florida",3819.0
2021,"Harlem, Florida",2118.0
2021,"Harlem Heights, Florida",1876.0
2021,"Harold, Florida",1027.0
2021,"Hastings, Florida",1180.0
2021,"Havana, Florida",1689.0
2021,"Haverhill, Florida",2274.0
2021,"Hawthorne, Florida",1814.0
2021,"Heathrow, Florida",6651.0
2021,"Heritage Pines, Florida",2032.0
2021,"Hernando, Florida",8926.0
2021,"Hernando Beach, Florida",2698.0
2021,"Hialeah, Florida",241693.0
2021,"Hialeah Gardens, Florida",24839.0
2021,"Highland Beach, Florida",3886.0
2021,"Highland City, Florida",10641.0
2021,"Highland Park, Florida",168.0
2021,"High Point, Florida",3930.0
2021,"High Springs, Florida",6133.0
2021,"Hillcrest Heights, Florida",221.0
2021,"Hilliard, Florida",3209.0
2021,"Hill 'n Dale, Florida",2759.0
2021,"Hillsboro Beach, Florida",1560.0
2021,"Hillsboro Pines, Florida",630.0
2021,"Hobe Sound, Florida",15115.0
2021,"Holden Heights, Florida",3215.0
2021,"Holiday, Florida",20338.0
2021,"Holley, Florida",1857.0
2021,"Holly Hill, Florida",12023.0
2021,"Hollywood, Florida",154977.0
2021,"Holmes Beach, Florida",4225.0
2021,"Homeland, Florida",189.0
2021,"Homestead, Florida",72951.0
2021,"Homestead Base, Florida",1152.0
2021,"Homosassa, Florida",1740.0
2021,"Homosassa Springs, Florida",12555.0
2021,"Horizon West, Florida",40133.0
2021,"Horseshoe Beach, Florida",78.0
2021,"Hosford, Florida",1008.0
2021,"Howey-in-the-Hills, Florida",1509.0
2021,"Hudson, Florida",12071.0
2021,"Hunters Creek, Florida",25367.0
2021,"Hutchinson Island South, Florida",5026.0
2021,"Hypoluxo, Florida",2841.0
2021,"Immokalee, Florida",29287.0
2021,"Indialantic, Florida",2852.0
2021,"Indian Creek, Florida",21.0
2021,"Indian Harbour Beach, Florida",8446.0
2021,"Indian River Estates, Florida",6747.0
2021,"Indian River Shores, Florida",4261.0
2021,"Indian Rocks Beach, Florida",4244.0
2021,"Indian Shores, Florida",1225.0
2021,"Indiantown, Florida",6587.0
2021,"Inglis, Florida",1371.0
2021,"Interlachen, Florida",1421.0
2021,"Inverness, Florida",7182.0
2021,"Inverness Highlands North, Florida",3171.0
2021,"Inverness Highlands South, Florida",6527.0
2021,"Inwood, Florida",7853.0
2021,"Iona, Florida",14107.0
2021,"Islamorada, Village of Islands village; Florida",6617.0
2021,"Islandia, Florida",0.0
2021,"Island Walk, Florida",3381.0
2021,"Istachatta, Florida",224.0
2021,"Ives Estates, Florida",24438.0
2021,"Jacksonville, Florida",902994.0
2021,"Jacksonville Beach, Florida",23757.0
2021,"Jacob City, Florida",219.0
2021,"Jan Phyl Village, Florida",6152.0
2021,"Jasmine Estates, Florida",22061.0
2021,"Jasper, Florida",4004.0
2021,"Jay, Florida",287.0
2021,"Jennings, Florida",583.0
2021,"Jensen Beach, Florida",13490.0
2021,"June Park, Florida",4386.0
2021,"Juno Beach, Florida",3627.0
2021,"Juno Ridge, Florida",787.0
2021,"Jupiter, Florida",67419.0
2021,"Jupiter Farms, Florida",12362.0
2021,"Jupiter Inlet Colony, Florida",449.0
2021,"Jupiter Island, Florida",924.0
2021,"Kathleen, Florida",6218.0
2021,"Kendale Lakes, Florida",59136.0
2021,"Kendall, Florida",74395.0
2021,"Kendall West, Florida",41283.0
2021,"Kenneth City, Florida",5113.0
2021,"Kensington Park, Florida",4476.0
2021,"Kenwood Estates, Florida",1490.0
2021,"Key Biscayne, Florida",13435.0
2021,"Key Colony Beach, Florida",625.0
2021,"Key Largo, Florida",9221.0
2021,"Keystone, Florida",26112.0
2021,"Keystone Heights, Florida",1715.0
2021,"Key Vista, Florida",1584.0
2021,"Key West, Florida",25616.0
2021,"Kissimmee, Florida",73704.0
2021,"LaBelle, Florida",5021.0
2021,"Lacoochee, Florida",1349.0
2021,"La Crosse, Florida",409.0
2021,"Lady Lake, Florida",15445.0
2021,"Laguna Beach, Florida",4375.0
2021,"Lake Alfred, Florida",5847.0
2021,"Lake Belvedere Estates, Florida",4447.0
2021,"Lake Buena Vista, Florida",2.0
2021,"Lake Butler, Florida",11040.0
2021,"Lake City, Florida",11942.0
2021,"Lake Clarke Shores, Florida",3634.0
2021,"Lake Hamilton, Florida",1523.0
2021,"Lake Harbor, Florida",31.0
2021,"Lake Hart, Florida",349.0
2021,"Lake Helen, Florida",2741.0
2021,"Lake Kathryn, Florida",1128.0
2021,"Lakeland, Florida",109331.0
2021,"Lakeland Highlands, Florida",12827.0
2021,"Lake Lindsey, Florida",27.0
2021,"Lake Lorraine, Florida",7217.0
2021,"Lake Mack-Forest Hills, Florida",578.0
2021,"Lake Magdalene, Florida",29936.0
2021,"Lake Mary, Florida",17353.0
2021,"Lake Mary Jane, Florida",2355.0
2021,"Lake Mystic, Florida",378.0
2021,"Lake Panasoffkee, Florida",2670.0
2021,"Lake Park, Florida",8638.0
2021,"Lake Placid, Florida",1930.0
2021,"Lake Sarasota, Florida",4393.0
2021,"Lakeside, Florida",30365.0
2021,"Lake Wales, Florida",16407.0
2021,"Lakewood Gardens, Florida",1320.0
2021,"Lakewood Park, Florida",13186.0
2021,"Lake Worth, Florida",38570.0
2021,"Lamont, Florida",114.0
2021,"Land O' Lakes, Florida",38661.0
2021,"Lantana, Florida",11852.0
2021,"Largo, Florida",85325.0
2021,"Lauderdale-by-the-Sea, Florida",6741.0
2021,"Lauderdale Lakes, Florida",36224.0
2021,"Lauderhill, Florida",73075.0
2021,"Laurel, Florida",10067.0
2021,"Laurel Hill, Florida",625.0
2021,"Lawtey, Florida",911.0
2021,"Layton, Florida",109.0
2021,"Lazy Lake, Florida",34.0
2021,"Lealman, Florida",21654.0
2021,"Lecanto, Florida",6636.0
2021,"Lee, Florida",405.0
2021,"Leesburg, Florida",23042.0
2021,"Lehigh Acres, Florida",133153.0
2021,"Leisure City, Florida",28946.0
2021,"Lely, Florida",3655.0
2021,"Lely Resort, Florida",6144.0
2021,"Lemon Grove, Florida",732.0
2021,"Lighthouse Point, Florida",11389.0
2021,"Limestone, Florida",116.0
2021,"Limestone Creek, Florida",1381.0
2021,"Lisbon, Florida",350.0
2021,"Live Oak, Florida",6924.0
2021,"Lloyd, Florida",-80.0
2021,"Lochmoor Waterway Estates, Florida",4613.0
2021,"Lockhart, Florida",15184.0
2021,"Longboat Key, Florida",7436.0
2021,"Longwood, Florida",14767.0
2021,"Loughman, Florida",5477.0
2021,"Lower Grand Lagoon, Florida",3684.0
2021,"Loxahatchee Groves, Florida",3571.0
2021,"Lutz, Florida",22526.0
2021,"Lynn Haven, Florida",21660.0
2021,"Macclenny, Florida",6584.0
2021,"McGregor, Florida",7780.0
2021,"McIntosh, Florida",402.0
2021,"Madeira Beach, Florida",4315.0
2021,"Madison, Florida",2818.0
2021,"Maitland, Florida",18137.0
2021,"Malabar, Florida",3063.0
2021,"Malone, Florida",1889.0
2021,"Manalapan, Florida",282.0
2021,"Manasota Key, Florida",1213.0
2021,"Manatee Road, Florida",3094.0
2021,"Mango, Florida",11943.0
2021,"Mangonia Park, Florida",2622.0
2021,"Marathon, Florida",8837.0
2021,"Marco Island, Florida",18128.0
2021,"Margate, Florida",58998.0
2021,"Marianna, Florida",8308.0
2021,"Marineland, Florida",12.0
2021,"Mary Esther, Florida",4375.0
2021,"Masaryktown, Florida",845.0
2021,"Mascotte, Florida",5839.0
2021,"Matlacha, Florida",636.0
2021,"Matlacha Isles-Matlacha Shores, Florida",349.0
2021,"Mayo, Florida",846.0
2021,"Meadow Oaks, Florida",2542.0
