YEAR,City_State,POPULATION
2021,"Bolivar, New York",982.0
2021,"Bolton Landing, New York",339.0
2021,"Boonville, New York",2115.0
2021,"Brasher Falls, New York",558.0
2021,"Breesport, New York",620.0
2021,"Brentwood, New York",66354.0
2021,"Brewerton, New York",4169.0
2021,"Brewster, New York",2280.0
2021,"Brewster Hill, New York",1619.0
2021,"Briarcliff Manor, New York",7501.0
2021,"Bridgehampton, New York",1324.0
2021,"Bridgeport, New York",1447.0
2021,"Bridgewater, New York",492.0
2021,"Brighton, New York",36638.0
2021,"Brightwaters, New York",3062.0
2021,"Brinckerhoff, New York",2111.0
2021,"Broadalbin, New York",1450.0
2021,"Brockport, New York",8363.0
2021,"Brocton, New York",1272.0
2021,"Bronxville, New York",6447.0
2021,"Brookhaven, New York",3864.0
2021,"Brookville, New York",3626.0
2021,"Brownville, New York",910.0
2021,"Brushton, New York",512.0
2021,"Buchanan, New York",2099.0
2021,"Buffalo, New York",254632.0
2021,"Burdett, New York",485.0
2021,"Burke, New York",242.0
2021,"Busti, New York",261.0
2021,"Byersville, New York",56.0
2021,"Cairo, New York",847.0
2021,"Calcium, New York",4102.0
2021,"Caledonia, New York",2004.0
2021,"Callicoon, New York",313.0
2021,"Calverton, New York",7025.0
2021,"Cambridge, New York",1950.0
2021,"Camden, New York",2605.0
2021,"Camillus, New York",1191.0
2021,"Campbell, New York",578.0
2021,"Canajoharie, New York",1813.0
2021,"Canandaigua, New York",10234.0
2021,"Canaseraga, New York",474.0
2021,"Canastota, New York",4563.0
2021,"Candor, New York",665.0
2021,"Canisteo, New York",2395.0
2021,"Canton, New York",6670.0
2021,"Cape Vincent, New York",663.0
2021,"Carle Place, New York",4635.0
2021,"Carmel Hamlet, New York",6066.0
2021,"Caroga Lake, New York",447.0
2021,"Carthage, New York",3392.0
2021,"Cassadaga, New York",588.0
2021,"Castile, New York",810.0
2021,"Castleton-on-Hudson, New York",1234.0
2021,"Castorland, New York",355.0
2021,"Cato, New York",574.0
2021,"Catskill, New York",3754.0
2021,"Cattaraugus, New York",972.0
2021,"Cayuga, New York",513.0
2021,"Cayuga Heights, New York",3751.0
2021,"Cazenovia, New York",2856.0
2021,"Cedarhurst, New York",6742.0
2021,"Celoron, New York",1032.0
2021,"Centereach, New York",31852.0
2021,"Center Moriches, New York",8550.0
2021,"Centerport, New York",5220.0
2021,"Central Bridge, New York",171.0
2021,"Central Islip, New York",30851.0
2021,"Central Square, New York",1936.0
2021,"Centre Island, New York",530.0
2021,"Chadwicks, New York",1184.0
2021,"Champlain, New York",1110.0
2021,"Chappaqua, New York",1529.0
2021,"Chateaugay, New York",733.0
2021,"Chatham, New York",1351.0
2021,"Chaumont, New York",956.0
2021,"Chautauqua, New York",482.0
2021,"Chazy, New York",627.0
2021,"Cheektowaga, New York",73559.0
2021,"Chenango Bridge, New York",2787.0
2021,"Cherry Creek, New York",445.0
2021,"Cherry Valley, New York",561.0
2021,"Chester, New York",3971.0
2021,"Chestertown, New York",385.0
2021,"Chestnut Ridge, New York",8179.0
2021,"Chittenango, New York",4865.0
2021,"Churchville, New York",2197.0
2021,"Clarence, New York",2734.0
2021,"Clarence Center, New York",3091.0
2021,"Clark Mills, New York",1881.0
2021,"Clarkson, New York",4550.0
2021,"Claverack-Red Mills, New York",522.0
2021,"Clayton, New York",2029.0
2021,"Clayville, New York",181.0
2021,"Cleveland, New York",559.0
2021,"Clifton Springs, New York",2258.0
2021,"Clinton, New York",1653.0
2021,"Clintondale, New York",1592.0
2021,"Clyde, New York",2096.0
2021,"Cobleskill, New York",4242.0
2021,"Cohocton, New York",762.0
2021,"Cohoes, New York",16776.0
2021,"Cold Brook, New York",296.0
2021,"Cold Spring, New York",1861.0
2021,"Cold Spring Harbor, New York",5058.0
2021,"Colonie, New York",7806.0
2021,"Colton, New York",396.0
2021,"Commack, New York",37156.0
2021,"Conesus Hamlet, New York",540.0
2021,"Conesus Lake, New York",2000.0
2021,"Congers, New York",8656.0
2021,"Constableville, New York",289.0
2021,"Constantia, New York",856.0
2021,"Coopers Plains, New York",494.0
2021,"Cooperstown, New York",1966.0
2021,"Copake Lake, New York",522.0
2021,"Copenhagen, New York",901.0
2021,"Copiague, New York",24556.0
2021,"Coram, New York",41423.0
2021,"Corfu, New York",712.0
2021,"Corinth, New York",2600.0
2021,"Corning, New York",10688.0
2021,"Cornwall-on-Hudson, New York",2877.0
2021,"Cortland, New York",18686.0
2021,"Cortland West, New York",1215.0
2021,"Country Knolls, New York",2141.0
2021,"Cove Neck, New York",285.0
2021,"Coxsackie, New York",2629.0
2021,"Cragsmoor, New York",353.0
2021,"Cranberry Lake, New York",158.0
2021,"Croghan, New York",668.0
2021,"Crompond, New York",2502.0
2021,"Croton-on-Hudson, New York",8324.0
2021,"Crown Heights, New York",2889.0
2021,"Crugers, New York",1414.0
2021,"Crystal Beach, New York",878.0
2021,"Cuba, New York",1467.0
2021,"Cumberland Head, New York",1314.0
2021,"Cumminsville, New York",143.0
2021,"Cutchogue, New York",3034.0
2021,"Cuylerville, New York",138.0
2021,"Dalton, New York",359.0
2021,"Dannemora, New York",3909.0
2021,"Dansville, New York",4427.0
2021,"Davenport Center, New York",221.0
2021,"Deer Park, New York",27130.0
2021,"Deferiet, New York",243.0
2021,"DeKalb Junction, New York",758.0
2021,"Delanson, New York",391.0
2021,"Delevan, New York",991.0
2021,"Delhi, New York",3283.0
2021,"Depauville, New York",339.0
2021,"Depew, New York",15090.0
2021,"Deposit, New York",1596.0
2021,"Dering Harbor, New York",-1.0
2021,"DeRuyter, New York",522.0
2021,"Dexter, New York",1006.0
2021,"Dix Hills, New York",26939.0
2021,"Dobbs Ferry, New York",11201.0
2021,"Dolgeville, New York",2740.0
2021,"Dover Plains, New York",873.0
2021,"Downsville, New York",363.0
2021,"Dresden, New York",443.0
2021,"Dryden, New York",2200.0
2021,"Duane Lake, New York",280.0
2021,"Duanesburg, New York",476.0
2021,"Dundee, New York",1558.0
2021,"Dunkirk, New York",11730.0
2021,"Durhamville, New York",1019.0
2021,"Earlville, New York",1277.0
2021,"East Atlantic Beach, New York",1964.0
2021,"East Aurora, New York",6171.0
2021,"East Avon, New York",727.0
2021,"Eastchester, New York",20301.0
2021,"East Farmingdale, New York",6141.0
2021,"East Garden City, New York",7297.0
2021,"East Glenville, New York",6268.0
2021,"East Greenbush, New York",4922.0
2021,"East Hampton, New York",972.0
2021,"East Hampton North, New York",4857.0
2021,"East Hills, New York",7229.0
2021,"East Islip, New York",13384.0
2021,"East Ithaca, New York",2234.0
2021,"East Kingston, New York",680.0
2021,"East Marion, New York",748.0
2021,"East Massapequa, New York",18853.0
2021,"East Meadow, New York",37546.0
2021,"East Moriches, New York",5538.0
2021,"East Nassau, New York",506.0
2021,"East Northport, New York",19310.0
2021,"East Norwich, New York",3017.0
2021,"East Patchogue, New York",23071.0
2021,"Eastport, New York",2195.0
2021,"East Quogue, New York",4961.0
2021,"East Randolph, New York",601.0
2021,"East Rochester, New York",6641.0
2021,"East Rockaway, New York",9821.0
2021,"East Shoreham, New York",6842.0
2021,"East Syracuse, New York",2940.0
2021,"East Williston, New York",2598.0
2021,"Eatons Neck, New York",1570.0
2021,"Eden, New York",2979.0
2021,"Edmeston, New York",620.0
2021,"Edwards, New York",514.0
2021,"Eggertsville, New York",15910.0
2021,"Elba, New York",610.0
2021,"Elbridge, New York",1000.0
2021,"Elizabethtown, New York",600.0
2021,"Ellenville, New York",4023.0
2021,"Ellicottville, New York",254.0
2021,"Ellisburg, New York",245.0
2021,"Elma Center, New York",3126.0
2021,"Elmira, New York",27299.0
2021,"Elmira Heights, New York",3943.0
2021,"Elmont, New York",37172.0
2021,"Elmsford, New York",5123.0
2021,"Elwood, New York",11614.0
2021,"Endicott, New York",12714.0
2021,"Endwell, New York",11575.0
2021,"Erin, New York",366.0
2021,"Esperance, New York",319.0
2021,"Evans Mills, New York",358.0
2021,"Fabius, New York",256.0
2021,"Fair Haven, New York",858.0
2021,"Fairmount, New York",10058.0
2021,"Fairport, New York",5346.0
2021,"Fairview (Dutchess County), New York",5747.0
2021,"Fairview (Westchester County), New York",3581.0
2021,"Falconer, New York",2263.0
2021,"Farmingdale, New York",9032.0
2021,"Farmingville, New York",15164.0
2021,"Farnham, New York",519.0
2021,"Fayetteville, New York",4045.0
2021,"Felts Mills, New York",354.0
2021,"Fillmore, New York",430.0
2021,"Fire Island, New York",246.0
2021,"Firthcliffe, New York",5127.0
2021,"Fishers Island, New York",177.0
2021,"Fishers Landing, New York",61.0
2021,"Fishkill, New York",1948.0
2021,"Flanders, New York",5556.0
2021,"Fleischmanns, New York",311.0
2021,"Floral Park, New York",16184.0
2021,"Florida, New York",2868.0
2021,"Flower Hill, New York",4887.0
2021,"Fonda, New York",866.0
2021,"Forest Home, New York",399.0
2021,"Forestville, New York",700.0
2021,"Fort Ann, New York",351.0
2021,"Fort Covington Hamlet, New York",1649.0
2021,"Fort Drum, New York",13821.0
2021,"Fort Edward, New York",3289.0
2021,"Fort Johnson, New York",782.0
2021,"Fort Montgomery, New York",1945.0
2021,"Fort Plain, New York",1414.0
2021,"Fort Salonga, New York",9688.0
2021,"Fowlerville, New York",183.0
2021,"Frankfort, New York",2399.0
2021,"Franklin, New York",447.0
2021,"Franklin Square, New York",33235.0
2021,"Franklinville, New York",1648.0
2021,"Fredonia, New York",10392.0
2021,"Freedom Plains, New York",226.0
2021,"Freeport, New York",43415.0
2021,"Freeville, New York",368.0
2021,"Frewsburg, New York",1793.0
2021,"Friendship, New York",1116.0
2021,"Fulton, New York",11242.0
2021,"Fultonville, New York",571.0
2021,"Gainesville, New York",186.0
2021,"Galeville, New York",4776.0
2021,"Galway, New York",283.0
2021,"Gang Mills, New York",4569.0
2021,"Garden City, New York",22753.0
2021,"Garden City Park, New York",8431.0
2021,"Garden City South, New York",4442.0
2021,"Gardiner, New York",607.0
2021,"Gardnertown, New York",4919.0
2021,"Gasport, New York",1589.0
2021,"Gates, New York",4891.0
2021,"Geneseo, New York",8180.0
2021,"Geneva, New York",12771.0
2021,"Germantown, New York",826.0
2021,"Ghent, New York",470.0
2021,"Gilbertsville, New York",373.0
2021,"Gilgo, New York",311.0
2021,"Glasco, New York",2670.0
2021,"Glen Aubrey, New York",265.0
2021,"Glen Cove, New York",27509.0
2021,"Glen Head, New York",5142.0
2021,"Glen Park, New York",634.0
2021,"Glens Falls, New York",14214.0
2021,"Glens Falls North, New York",8514.0
2021,"Glenwood Landing, New York",4019.0
2021,"Gloversville, New York",14700.0
2021,"Golden's Bridge, New York",1743.0
2021,"Gordon Heights, New York",3717.0
2021,"Gorham, New York",736.0
2021,"Goshen, New York",5280.0
2021,"Gouverneur, New York",3672.0
2021,"Gowanda, New York",2782.0
2021,"Grand View-on-Hudson, New York",325.0
2021,"Grandyle Village, New York",5142.0
2021,"Granville, New York",2323.0
2021,"Great Bend, New York",1121.0
2021,"Great Neck, New York",10366.0
2021,"Great Neck Estates, New York",2890.0
2021,"Great Neck Gardens, New York",1339.0
2021,"Great Neck Plaza, New York",7101.0
2021,"Great River, New York",1351.0
2021,"Greece, New York",15248.0
2021,"Greene, New York",1541.0
2021,"Green Island, New York",2618.0
2021,"Greenlawn, New York",14699.0
2021,"Greenport, New York",1898.0
2021,"Greenport West, New York",2352.0
2021,"Greenvale, New York",2119.0
2021,"Greenville (Greene County), New York",560.0
2021,"Greenville (Westchester County), New York",7691.0
2021,"Greenwich, New York",2138.0
2021,"Greenwood Lake, New York",3049.0
2021,"Greigsville, New York",415.0
2021,"Groton, New York",2256.0
2021,"Groveland Station, New York",282.0
2021,"Guilford, New York",316.0
2021,"Hadley, New York",765.0
2021,"Hagaman, New York",1596.0
2021,"Hailesboro, New York",848.0
2021,"Halesite, New York",2869.0
2021,"Hall, New York",145.0
2021,"Hamburg, New York",9664.0
2021,"Hamilton, New York",3982.0
2021,"Hamlin, New York",5683.0
2021,"Hammond, New York",274.0
2021,"Hammondsport, New York",431.0
2021,"Hampton Bays, New York",14070.0
2021,"Hampton Manor, New York",2111.0
2021,"Hancock, New York",1104.0
2021,"Hannawa Falls, New York",822.0
2021,"Hannibal, New York",502.0
2021,"Harbor Hills, New York",512.0
2021,"Harbor Isle, New York",1229.0
2021,"Harriman, New York",3136.0
2021,"Harris Hill, New York",5961.0
2021,"Harrison, New York",28682.0
2021,"Harrisville, New York",564.0
2021,"Hartsdale, New York",4745.0
2021,"Hartwick, New York",664.0
2021,"Hastings-on-Hudson, New York",8031.0
2021,"Hauppauge, New York",19426.0
2021,"Haverstraw, New York",12345.0
2021,"Haviland, New York",3000.0
2021,"Hawthorne, New York",4577.0
2021,"Head of the Harbor, New York",1375.0
2021,"Hemlock, New York",579.0
2021,"Hempstead, New York",56376.0
2021,"Henderson, New York",146.0
2021,"Heritage Hills, New York",4366.0
2021,"Herkimer, New York",6619.0
2021,"Hermon, New York",352.0
2021,"Herricks, New York",4243.0
2021,"Herrings, New York",75.0
2021,"Heuvelton, New York",670.0
2021,"Hewlett, New York",6336.0
2021,"Hewlett Bay Park, New York",288.0
2021,"Hewlett Harbor, New York",1085.0
2021,"Hewlett Neck, New York",421.0
2021,"Hicksville, New York",43200.0
2021,"High Falls, New York",691.0
2021,"Highland, New York",5505.0
2021,"Highland Falls, New York",4232.0
2021,"Hillburn, New York",942.0
2021,"Hillcrest, New York",7096.0
2021,"Hillside, New York",933.0
2021,"Hillside Lake, New York",1359.0
2021,"Hilton, New York",5889.0
2021,"Hobart, New York",412.0
2021,"Holbrook, New York",25907.0
2021,"Holland, New York",1218.0
2021,"Holland Patent, New York",252.0
2021,"Holley, New York",1728.0
2021,"Holtsville, New York",20048.0
2021,"Homer, New York",3106.0
2021,"Honeoye, New York",739.0
2021,"Honeoye Falls, New York",2792.0
2021,"Hoosick Falls, New York",3373.0
2021,"Hopewell Junction, New York",460.0
2021,"Hornell, New York",8189.0
2021,"Horseheads, New York",6565.0
2021,"Horseheads North, New York",2653.0
2021,"Hortonville, New York",138.0
2021,"Houghton, New York",1733.0
2021,"Hudson, New York",6162.0
2021,"Hudson Falls, New York",7112.0
2021,"Hunt, New York",144.0
2021,"Hunter, New York",343.0
2021,"Huntington, New York",16918.0
2021,"Huntington Bay, New York",1398.0
2021,"Huntington Station, New York",34271.0
2021,"Hurley, New York",3118.0
2021,"Hyde Park, New York",1935.0
2021,"Ilion, New York",7791.0
2021,"Interlaken, New York",595.0
2021,"Inwood, New York",9865.0
2021,"Irondequoit, New York",50208.0
2021,"Irvington, New York",6611.0
2021,"Islandia, New York",3370.0
2021,"Island Park, New York",4855.0
2021,"Islip, New York",17493.0
2021,"Islip Terrace, New York",5433.0
2021,"Ithaca, New York",30998.0
2021,"Jamesport, New York",870.0
2021,"Jamestown, New York",29308.0
2021,"Jamestown West, New York",2548.0
2021,"Jefferson Heights, New York",706.0
2021,"Jefferson Valley-Yorktown, New York",14503.0
2021,"Jeffersonville, New York",357.0
2021,"Jericho, New York",14250.0
2021,"Johnson City, New York",14350.0
2021,"Johnstown, New York",8152.0
2021,"Jordan, New York",1519.0
2021,"Kaser, New York",5489.0
2021,"Katonah, New York",2184.0
2021,"Keeseville, New York",3083.0
2021,"Kenmore, New York",15083.0
2021,"Kennedy, New York",371.0
2021,"Kensington, New York",1233.0
2021,"Kerhonkson, New York",2601.0
2021,"Keuka Park, New York",927.0
2021,"Kinderhook, New York",1346.0
2021,"Kings Park, New York",16557.0
2021,"Kings Point, New York",5277.0
2021,"Kingston, New York",22960.0
2021,"Kiryas Joel, New York",25194.0
2021,"Kysorville, New York",165.0
2021,"Lackawanna, New York",17773.0
2021,"Lacona, New York",773.0
2021,"La Fargeville, New York",704.0
2021,"Lake Carmel, New York",8264.0
2021,"Lake Erie Beach, New York",3833.0
2021,"Lake George, New York",963.0
2021,"Lake Grove, New York",11220.0
2021,"Lake Katrine, New York",2518.0
2021,"Lakeland, New York",2481.0
2021,"Lake Luzerne, New York",984.0
2021,"Lake Mohegan, New York",5733.0
2021,"Lake Placid, New York",2412.0
2021,"Lake Ronkonkoma, New York",20039.0
2021,"Lake Success, New York",3195.0
2021,"Lakeview, New York",6848.0
2021,"Lakeville, New York",981.0
2021,"Lakewood, New York",2810.0
2021,"Lancaster, New York",10068.0
2021,"Lansing, New York",3615.0
2021,"Larchmont, New York",6189.0
2021,"Lattingtown, New York",1691.0
2021,"Laurel, New York",1038.0
2021,"Laurel Hollow, New York",2033.0
2021,"Laurens, New York",207.0
2021,"Lawrence, New York",6583.0
2021,"Leeds, New York",410.0
2021,"Leicester, New York",481.0
2021,"Le Roy, New York",4186.0
2021,"Levittown, New York",50613.0
2021,"Lewiston, New York",2539.0
2021,"Liberty, New York",4053.0
2021,"Lido Beach, New York",3096.0
2021,"Lima, New York",2439.0
2021,"Lime Lake, New York",751.0
2021,"Limestone, New York",460.0
2021,"Lincolndale, New York",1611.0
2021,"Lincoln Park, New York",2064.0
2021,"Lindenhurst, New York",27009.0
2021,"Linwood, New York",65.0
2021,"Lisle, New York",213.0
2021,"Little Falls, New York",4663.0
2021,"Little Valley, New York",1242.0
2021,"Liverpool, New York",2164.0
2021,"Livingston Manor, New York",1210.0
2021,"Livonia, New York",1126.0
2021,"Livonia Center, New York",179.0
2021,"Lloyd Harbor, New York",3696.0
2021,"Lockport, New York",20308.0
2021,"Locust Valley, New York",3335.0
2021,"Lodi, New York",301.0
2021,"Long Beach, New York",33642.0
2021,"Long Lake, New York",274.0
2021,"Lorenz Park, New York",2321.0
2021,"Lorraine, New York",25.0
2021,"Lowville, New York",2926.0
2021,"Lynbrook, New York",19674.0
2021,"Lyncourt, New York",3608.0
2021,"Lyndonville, New York",732.0
2021,"Lyon Mountain, New York",251.0
2021,"Lyons, New York",3248.0
2021,"Lyons Falls, New York",559.0
2021,"Macedon, New York",1793.0
2021,"McGraw, New York",902.0
2021,"Machias, New York",369.0
2021,"Madison, New York",472.0
2021,"Madrid, New York",689.0
2021,"Mahopac, New York",8549.0
2021,"Malden-on-Hudson, New York",218.0
2021,"Malone, New York",5599.0
2021,"Malverne, New York",8557.0
2021,"Malverne Park Oaks, New York",413.0
2021,"Mamaroneck, New York",19477.0
2021,"Manchester, New York",1905.0
2021,"Manhasset, New York",7855.0
2021,"Manhasset Hills, New York",3566.0
2021,"Manlius, New York",4463.0
2021,"Mannsville, New York",352.0
2021,"Manorhaven, New York",6714.0
2021,"Manorville, New York",14488.0
2021,"Marathon, New York",768.0
2021,"Marcellus, New York",1945.0
2021,"Margaretville, New York",605.0
2021,"Mariaville Lake, New York",293.0
2021,"Marion, New York",1080.0
2021,"Marlboro, New York",3384.0
2021,"Massapequa, New York",21591.0
2021,"Massapequa Park, New York",17281.0
2021,"Massena, New York",10110.0
2021,"Mastic, New York",15681.0
2021,"Mastic Beach, New York",13572.0
2021,"Matinecock, New York",853.0
2021,"Mattituck, New York",4929.0
2021,"Mattydale, New York",6062.0
2021,"Maybrook, New York",3526.0
2021,"Mayfield, New York",754.0
2021,"Mayville, New York",1227.0
2021,"Mechanicstown, New York",6807.0
2021,"Mechanicville, New York",5125.0
2021,"Medford, New York",23914.0
2021,"Medina, New York",5720.0
2021,"Melrose Park, New York",2429.0
2021,"Melville, New York",17621.0
2021,"Menands, New York",3942.0
2021,"Meridian, New York",350.0
2021,"Merrick, New York",19873.0
2021,"Merritt Park, New York",2247.0
2021,"Mexico, New York",1464.0
2021,"Middleburgh, New York",1478.0
2021,"Middle Island, New York",10327.0
2021,"Middleport, New York",1825.0
2021,"Middletown, New York",27709.0
2021,"Middleville, New York",537.0
2021,"Milford, New York",312.0
2021,"Millbrook, New York",1410.0
2021,"Miller Place, New York",11581.0
2021,"Millerton, New York",890.0
2021,"Mill Neck, New York",1139.0
2021,"Millport, New York",492.0
2021,"Milton (Saratoga County), New York",3256.0
2021,"Milton (Ulster County), New York",1375.0
2021,"Mineola, New York",19362.0
2021,"Minetto, New York",960.0
2021,"Mineville, New York",1323.0
2021,"Minoa, New York",3518.0
2021,"Mohawk, New York",2375.0
2021,"Monroe, New York",8689.0
2021,"Monsey, New York",25367.0
2021,"Montauk, New York",3808.0
2021,"Montebello, New York",4741.0
2021,"Montgomery, New York",4835.0
2021,"Monticello, New York",6406.0
2021,"Montour Falls, New York",1791.0
2021,"Montrose, New York",3286.0
2021,"Mooers, New York",260.0
2021,"Moravia, New York",1569.0
2021,"Moriches, New York",3185.0
2021,"Morris, New York",510.0
2021,"Morrisonville, New York",1027.0
2021,"Morristown, New York",195.0
2021,"Morrisville, New York",1777.0
2021,"Mountain Lodge Park, New York",1791.0
2021,"Mount Ivy, New York",7041.0
2021,"Mount Kisco, New York",11066.0
2021,"Mount Morris, New York",2269.0
2021,"Mount Sinai, New York",11726.0
2021,"Mount Vernon, New York",68674.0
2021,"Munnsville, New York",542.0
2021,"Munsey Park, New York",2751.0
2021,"Munsons Corners, New York",2931.0
2021,"Muttontown, New York",3755.0
2021,"Myers Corner, New York",6952.0
2021,"Nanuet, New York",18064.0
2021,"Napanoch, New York",1024.0
2021,"Napeague, New York",116.0
2021,"Naples, New York",922.0
2021,"Narrowsburg, New York",174.0
2021,"Nassau, New York",1022.0
2021,"Natural Bridge, New York",228.0
2021,"Nedrow, New York",2312.0
2021,"Nelliston, New York",512.0
2021,"Nelsonville, New York",722.0
2021,"Nesconset, New York",13703.0
2021,"Newark, New York",8868.0
2021,"Newark Valley, New York",1052.0
2021,"New Berlin, New York",1024.0
2021,"Newburgh, New York",28020.0
2021,"New Cassel, New York",15323.0
2021,"New City, New York",34989.0
2021,"Newfane, New York",3860.0
2021,"Newfield Hamlet, New York",550.0
2021,"New Hartford, New York",1801.0
2021,"New Hempstead, New York",5497.0
2021,"New Hyde Park, New York",9956.0
2021,"New Paltz, New York",7280.0
2021,"Newport, New York",575.0
2021,"New Rochelle, New York",80878.0
2021,"New Square, New York",8817.0
2021,"New Suffolk, New York",246.0
2021,"New Windsor, New York",8859.0
2021,"New York, New York",8638583.0
2021,"New York Mills, New York",3414.0
2021,"Niagara Falls, New York",47775.0
2021,"Nichols, New York",647.0
2021,"Niskayuna, New York",4837.0
2021,"Nissequogue, New York",1616.0
2021,"Niverville, New York",1118.0
2021,"Norfolk, New York",1313.0
2021,"North Amityville, New York",19701.0
2021,"Northampton, New York",673.0
2021,"North Babylon, New York",16754.0
2021,"North Ballston Spa, New York",1534.0
2021,"North Bay Shore, New York",22201.0
2021,"North Bellmore, New York",20592.0
2021,"North Bellport, New York",11538.0
2021,"North Boston, New York",2941.0
2021,"North Collins, New York",1497.0
2021,"North Creek, New York",713.0
2021,"Northeast Ithaca, New York",3052.0
2021,"North Gates, New York",9542.0
2021,"North Great River, New York",3948.0
2021,"North Haven, New York",866.0
2021,"North Hills, New York",5892.0
2021,"North Hornell, New York",772.0
2021,"North Lindenhurst, New York",10350.0
2021,"North Lynbrook, New York",261.0
2021,"North Massapequa, New York",18460.0
2021,"North Merrick, New York",12275.0
2021,"North New Hyde Park, New York",15810.0
2021,"North Patchogue, New York",7168.0
2021,"Northport, New York",7334.0
2021,"North Rose, New York",440.0
2021,"North Sea, New York",4149.0
2021,"North Syracuse, New York",6761.0
2021,"North Tonawanda, New York",30205.0
2021,"North Valley Stream, New York",19920.0
2021,"Northville, New York",1387.0
2021,"North Wantagh, New York",11886.0
2021,"Northwest Harbor, New York",2965.0
2021,"Northwest Ithaca, New York",1290.0
2021,"Norwich, New York",6631.0
2021,"Norwood, New York",1676.0
2021,"Noyack, New York",4316.0
2021,"Nunda, New York",1192.0
2021,"Nyack, New York",7086.0
2021,"Oak Beach-Captree, New York",-190.0
2021,"Oakdale, New York",7056.0
2021,"Oakfield, New York",1598.0
2021,"Ocean Beach, New York",-12.0
2021,"Oceanside, New York",30698.0
2021,"Odessa, New York",530.0
2021,"Ogdensburg, New York",10525.0
2021,"Olcott, New York",1055.0
2021,"Old Bethpage, New York",5352.0
2021,"Old Brookville, New York",1693.0
2021,"Old Field, New York",792.0
2021,"Old Forge, New York",510.0
2021,"Old Westbury, New York",4931.0
2021,"Olean, New York",13497.0
2021,"Oneida, New York",10908.0
2021,"Oneida Castle, New York",668.0
2021,"Oneonta, New York",13835.0
2021,"Ontario, New York",1987.0
2021,"Orangeburg, New York",4224.0
2021,"Orange Lake, New York",6325.0
2021,"Orchard Park, New York",3133.0
2021,"Orient, New York",841.0
2021,"Oriskany, New York",1108.0
2021,"Oriskany Falls, New York",886.0
2021,"Ossining, New York",25389.0
2021,"Oswego, New York",17430.0
2021,"Otego, New York",918.0
2021,"Otisville, New York",1180.0
2021,"Ovid, New York",636.0
2021,"Owego, New York",3771.0
2021,"Oxbow, New York",130.0
2021,"Oxford, New York",1440.0
2021,"Oyster Bay, New York",6286.0
2021,"Oyster Bay Cove, New York",1940.0
2021,"Painted Post, New York",1585.0
2021,"Palatine Bridge, New York",672.0
2021,"Palenville, New York",983.0
2021,"Palmyra, New York",3333.0
2021,"Pamelia Center, New York",379.0
2021,"Panama, New York",413.0
2021,"Parc, New York",332.0
2021,"Parish, New York",487.0
2021,"Parishville, New York",790.0
2021,"Patchogue, New York",12632.0
2021,"Paul Smiths, New York",565.0
2021,"Pavilion, New York",578.0
2021,"Pawling, New York",1906.0
2021,"Peach Lake, New York",1680.0
2021,"Pearl River, New York",16856.0
2021,"Peconic, New York",734.0
2021,"Peekskill, New York",24400.0
2021,"Pelham, New York",7053.0
2021,"Pelham Manor, New York",5650.0
2021,"Penn Yan, New York",4517.0
2021,"Perry, New York",3430.0
2021,"Perrysburg, New York",402.0
2021,"Peru, New York",1554.0
2021,"Phelps, New York",1791.0
2021,"Philadelphia, New York",1013.0
2021,"Philmont, New York",1241.0
2021,"Phoenicia, New York",200.0
2021,"Phoenix, New York",2383.0
2021,"Piermont, New York",2571.0
2021,"Pierrepont Manor, New York",203.0
2021,"Piffard, New York",369.0
2021,"Pike, New York",153.0
2021,"Pine Bush, New York",1390.0
2021,"Pine Hill, New York",191.0
2021,"Pine Plains, New York",1545.0
2021,"Pine Valley, New York",702.0
2021,"Pittsford, New York",1770.0
2021,"Plainedge, New York",9079.0
2021,"Plainview, New York",26312.0
2021,"Plandome, New York",1185.0
2021,"Plandome Heights, New York",905.0
2021,"Plandome Manor, New York",762.0
2021,"Plattekill, New York",784.0
2021,"Boalsburg, Pennsylvania",4928.0
2021,"Bobtown, Pennsylvania",408.0
2021,"Boiling Springs, Pennsylvania",3332.0
2021,"Bolivar, Pennsylvania",408.0
2021,"Bonneauville, Pennsylvania",1861.0
2021,"Boothwyn, Pennsylvania",6467.0
2021,"Boston, Pennsylvania",285.0
2021,"Boswell, Pennsylvania",1305.0
2021,"Bowers, Pennsylvania",30.0
2021,"Bowmanstown, Pennsylvania",1025.0
2021,"Bowmansville, Pennsylvania",2015.0
2021,"Boyertown, Pennsylvania",4063.0
2021,"Brackenridge, Pennsylvania",3174.0
2021,"Braddock, Pennsylvania",1650.0
2021,"Braddock Hills, Pennsylvania",1615.0
2021,"Bradenville, Pennsylvania",500.0
2021,"Bradford, Pennsylvania",8251.0
2021,"Bradford Woods, Pennsylvania",1226.0
2021,"Branchdale, Pennsylvania",499.0
2021,"Brandonville, Pennsylvania",311.0
2021,"Brave, Pennsylvania",194.0
2021,"Breinigsville, Pennsylvania",7444.0
2021,"Brentwood, Pennsylvania",9369.0
2021,"Bressler, Pennsylvania",1531.0
2021,"Briar Creek, Pennsylvania",884.0
2021,"Brickerville, Pennsylvania",1392.0
2021,"Bridgeport, Pennsylvania",4601.0
2021,"Bridgeville, Pennsylvania",5009.0
2021,"Bridgewater, Pennsylvania",901.0
2021,"Brisbin, Pennsylvania",272.0
2021,"Bristol, Pennsylvania",9520.0
2021,"Brittany Farms-The Highlands, Pennsylvania",3659.0
