,City_State,Jan_2021
608,"St. Louis, Missouri",921.6154150328559
609,"Raleigh, North Carolina",1378.52899661624
610,"Baltimore, Maryland",1939.2077494150885
611,"San Francisco, California",3238.0349249511946
612,"Atlanta, Georgia",1855.0053604811758
613,"Chicago, Illinois",1238.9242846823167
614,"Philadelphia, Pennsylvania",1883.6081929315426
615,"Houston, Texas",1411.6811056864153
616,"New Haven, Connecticut",1389.2438267187154
617,"Minneapolis-St Paul, Minnesota",1409.3377332198002
618,"Atlanta, Georgia",1413.7792286010176
619,"Miami-Fort Lauderdale, Florida",1317.3009707201377
620,"Miami-Fort Lauderdale, Florida",2255.81215194333
621,"Los Angeles-Long Beach-Anaheim, California",2534.6248729467716
622,"Jacksonville, Florida",1898.271748029712
623,"Philadelphia, Pennsylvania",1776.7549573537797
624,"Seattle, Washington",2222.366118992982
625,"Sacramento, California",1894.146376671906
626,"Daytona Beach, Florida",1383.3161589111762
627,"Boise City, Idaho",1584.5059420309817
628,"Winston-Salem, North Carolina",1298.652379568578
629,"Houston, Texas",1776.6057514047795
630,"San Francisco, California",2907.710541505505
631,"Orlando, Florida",1642.6355215685624
632,"Nashville, Tennessee",1625.0552165780987
633,"Sacramento, California",1824.7849469238854
634,"Los Angeles-Long Beach-Anaheim, California",2132.919735741709
635,"Seattle, Washington",2494.538030707491
636,"Detroit, Michigan",936.0382910027524
637,"Los Angeles-Long Beach-Anaheim, California",1898.998673927079
638,"Baltimore, Maryland",1359.685238328303
639,"Baltimore, Maryland",2000.0593181381341
640,"Riverside, California",3444.4127469566965
641,"Los Angeles-Long Beach-Anaheim, California",1745.0007410962382
642,"Atlanta, Georgia",1483.1802395477546
643,"Atlanta, Georgia",1534.9631227170173
644,"Columbus, Ohio",1050.646614671442
645,"Atlanta, Georgia",1426.4327244889414
646,"Atlanta, Georgia",1818.6900510431014
647,"Tucson, Arizona",1044.8494278597668
648,"Dallas-Fort Worth, Texas",1692.3340712340434
649,"Miami-Fort Lauderdale, Florida",1821.7594731520776
650,"Orlando, Florida",1611.5800044202051
651,"Portland, Oregon",1570.2828219593127
652,"Miami-Fort Lauderdale, Florida",1392.6793220488473
653,"Chicago, Illinois",1193.9750567534556
654,"Houston, Texas",1328.3051335027722
655,"Miami-Fort Lauderdale, Florida",2124.6522665237158
656,"Seattle, Washington",1841.5672093091537
657,"Los Angeles-Long Beach-Anaheim, California",3033.5550379605993
658,"Portland, Oregon",1847.1918383112647
659,"San Francisco, California",2757.96322247823
660,"Albuquerque, New Mexico",1340.6569800019086
661,"Washington, District of Columbia",2550.9952583826393
662,"Madison, Wisconsin",1544.7658431739512
663,"Phoenix, Arizona",1710.9892545870496
664,"Boston, Massachusetts",2047.3947157231742
665,"Oklahoma City, Oklahoma",1158.127127903997
666,"Riverside, California",2161.8480993448197
667,"Orlando, Florida",1540.250702325129
668,"Houston, Texas",1583.243386913925
669,"Boise City, Idaho",1066.0792566035548
670,"Houston, Texas",1616.1449012867527
671,"Greenville, South Carolina",1169.7054384893563
672,"Indianapolis, Indiana",986.2272269884918
673,"San Francisco, California",3265.4838821076373
674,"Miami-Fort Lauderdale, Florida",2148.5485234916014
675,"Charleston, South Carolina",1616.4097536718466
676,"Dallas-Fort Worth, Texas",1612.4699870312984
677,"Milwaukee, Wisconsin",1268.41387278872
678,"Orlando, Florida",1730.3120672042187
679,"New York, New York",2755.6645731394306
680,"Los Angeles-Long Beach-Anaheim, California",1971.524762374828
681,"Phoenix, Arizona",1533.2349854907359
682,"Portland, Oregon",2004.1609099238715
683,"New York, New York",2113.120101516074
684,"Providence, Rhode Island",1304.721269278608
685,"San Diego, California",2791.3727577864147
686,"Sacramento, California",1802.9062919734088
687,"Philadelphia, Pennsylvania",1529.2287928928845
688,"Tucson, Arizona",1346.9777619004099
689,"Washington, District of Columbia",1995.475222257381
690,"Riverside, California",2230.515758687533
691,"Los Angeles-Long Beach-Anaheim, California",2143.8217435137153
692,"Virginia Beach, Virginia",1319.9849391960527
693,"Urban Honolulu, Hawaii",1555.3939647189045
694,"Houston, Texas",1509.2569780299045
695,"San Diego, California",2234.07854808505
696,"Phoenix, Arizona",1498.567934700855
697,"Los Angeles-Long Beach-Anaheim, California",2227.3483186968792
698,"Richmond, Virginia",906.6241806310815
699,"Seattle, Washington",2126.2585980245626
700,"St. Louis, Missouri",1228.3853911038857
701,"Spokane, Washington",1413.1311639722826
702,"Seattle, Washington",2453.4817493741225
703,"Phoenix, Arizona",1375.386110482076
704,"Boston, Massachusetts",2309.092771694475
705,"Columbus, Ohio",967.6437357774068
706,"Miami-Fort Lauderdale, Florida",1487.6309052560982
707,"San Francisco, California",3513.505403073192
708,"San Francisco, California",2406.8230362980703
709,"Los Angeles-Long Beach-Anaheim, California",2368.379348458615
710,"Washington, District of Columbia",1920.4370194389687
711,"Baltimore, Maryland",2030.4024283419694
712,"New York, New York",1353.561477294871
713,"Sacramento, California",1980.851112529695
714,"Los Angeles-Long Beach-Anaheim, California",2870.6433440072396
715,"Memphis, Tennessee",1164.6670458194799
716,"Denver, Colorado",1721.1359463128135
717,"Cincinnati, Ohio",1203.3355348480286
718,"Atlanta, Georgia",1496.0416807040272
719,"San Francisco, California",3233.430475253219
720,"Atlanta, Georgia",2017.5169083957571
721,"Dallas-Fort Worth, Texas",1087.3132714081248
722,"Phoenix, Arizona",1684.7162345040224
723,"Richmond, Virginia",1327.2118155194507
724,"Sacramento, California",1707.1292669241022
725,"Miami-Fort Lauderdale, Florida",1838.0738400995936
726,"Raleigh, North Carolina",1482.3155291316104
727,"Washington, District of Columbia",2122.365929677221
728,"San Diego, California",2525.1721390517555
729,"Atlanta, Georgia",1796.3624973822743
730,"Atlanta, Georgia",1593.136010286601
731,"Orlando, Florida",1391.2938323202022
732,"Orlando, Florida",2194.3861937934257
733,"San Antonio, Texas",1445.752560781113
734,"San Antonio, Texas",1112.5221612775936
735,"New York, New York",2283.2682712230303
736,"Dallas-Fort Worth, Texas",1603.995133993486
737,"Minneapolis-St Paul, Minnesota",1594.8490123720326
738,"Richmond, Virginia",1240.729618548812
739,"Los Angeles-Long Beach-Anaheim, California",2207.7697076159125
740,"Miami-Fort Lauderdale, Florida",1494.2008830088055
741,"Jacksonville, Florida",1363.6236218110112
742,"Los Angeles-Long Beach-Anaheim, California",2804.5813194570283
743,"Chicago, Illinois",2299.2735109832984
744,"Houston, Texas",1349.5429957845017
745,"New York, New York",2001.3119368853695
746,"Orlando, Florida",1342.382253787391
747,"Melbourne, Florida",1264.852028552894
748,"Chicago, Illinois",1146.2909079983185
749,"Washington, District of Columbia",1872.2232230911052
750,"Baltimore, Maryland",1812.1810901336655
751,"Los Angeles-Long Beach-Anaheim, California",2502.196349223145
752,"Denver, Colorado",2033.9414250218772
753,"Jacksonville, Florida",1782.6329443141417
754,"San Diego, California",1980.4442039437108
755,"Tucson, Arizona",1136.9294062926326
756,"San Antonio, Texas",1077.7583909316713
757,"Indianapolis, Indiana",1473.9516119384743
758,"Minneapolis-St Paul, Minnesota",1544.327280373908
759,"Columbus, Ohio",1609.5113539530646
760,"New York, New York",1737.2713325325803
761,"Denver, Colorado",1627.1755048826733
762,"North Port-Sarasota-Bradenton, Florida",2021.1456483147954
763,"Los Angeles-Long Beach-Anaheim, California",2085.0885304317535
764,"Boulder, Colorado",1472.5843652393482
765,"New York, New York",2729.7065596477983
766,"San Diego, California",1967.4664626442482
767,"San Diego, California",2777.186986904846
768,"Charleston, South Carolina",1394.159114857156
769,"Seattle, Washington",2281.7129801214137
770,"Columbia, South Carolina",923.345170638289
771,"Cleveland, Ohio",1250.0484598361797
772,"Sacramento, California",1597.1206696177858
773,"Allentown, Pennsylvania",1104.647420830335
774,"Boston, Massachusetts",1601.1397577022854
775,"San Francisco, California",2887.066590293137
776,"Los Angeles-Long Beach-Anaheim, California",2536.376933090818
777,"Louisville-Jefferson County, Kentucky",1455.0511889785425
778,"San Francisco, California",3805.4266175466446
779,"Fort Myers, Florida",1845.1566507244183
780,"Seattle, Washington",1888.2873054034485
781,"Houston, Texas",1279.2394097445426
782,"Miami-Fort Lauderdale, Florida",1770.838152520794
783,"Miami-Fort Lauderdale, Florida",1469.6666284906285
784,"Baltimore, Maryland",1755.9097666583
785,"Phoenix, Arizona",1867.9391573621936
786,"Riverside, California",2975.604932657682
787,"Urban Honolulu, Hawaii",1783.956329659862
788,"Jacksonville, Florida",1418.881719123989
789,"Charlotte, North Carolina",1545.3220139284256
790,"Denver, Colorado",2298.581025220176
791,"Denver, Colorado",1358.2680750536097
792,"Los Angeles-Long Beach-Anaheim, California",2715.4857405950797
793,"Orlando, Florida",1779.5416758904498
794,"Miami-Fort Lauderdale, Florida",2018.2177303359645
795,"Charlotte, North Carolina",1528.4581460595666
796,"San Jose, California",3280.0611566003336
797,"Gainesville, Georgia",1416.0163028426596
798,"Tampa, Florida",1542.7373976904237
799,"Denver, Colorado",1733.0372057883883
800,"Los Angeles-Long Beach-Anaheim, California",2921.5298976560607
801,"Minneapolis-St Paul, Minnesota",1517.5025952976662
802,"Phoenix, Arizona",1387.351907353096
803,"Charlotte, North Carolina",1470.8473191029727
804,"Washington, District of Columbia",2230.987340088336
805,"Dallas-Fort Worth, Texas",1709.9621473543812
806,"Atlanta, Georgia",1765.7247191103907
807,"Washington, District of Columbia",3191.303587969299
808,"Raleigh, North Carolina",1442.9934672157121
809,"San Francisco, California",3324.545874110916
810,"San Francisco, California",3265.5790734216703
811,"Las Vegas, Nevada",1681.5018186778016
812,"Atlanta, Georgia",1519.943206440443
813,"Detroit, Michigan",1699.4170656462277
814,"Durham, North Carolina",1741.0378170285605
815,"Stockton, California",2117.4049185563936
816,"Virginia Beach, Virginia",1158.9200298564583
817,"Winston-Salem, North Carolina",1223.0080961450453
818,"Washington, District of Columbia",1980.1085050755419
819,"New York, New York",2858.4111615640386
820,"San Diego, California",2413.9827079003517
821,"Riverside, California",1655.1587868909758
822,"San Francisco, California",3032.6567791578796
823,"Indianapolis, Indiana",1489.622216539422
824,"Las Vegas, Nevada",1270.0672594786247
825,"Chicago, Illinois",1969.948389997752
826,"Dallas-Fort Worth, Texas",1551.8945386941673
827,"Philadelphia, Pennsylvania",1345.075757251444
828,"Dallas-Fort Worth, Texas",1603.8711363016632
829,"Phoenix, Arizona",1715.3754180040817
830,"Houston, Texas",1072.6420747257712
831,"Richmond, Virginia",1175.814426957504
832,"Atlanta, Georgia",1619.5313617505942
833,"San Francisco, California",2875.2438969492014
834,"Dallas-Fort Worth, Texas",2097.618265665481
835,"Los Angeles-Long Beach-Anaheim, California",3081.754352040904
836,"Sacramento, California",2335.0759984182955
837,"New Orleans, Louisiana",1258.3809011584267
838,"Urban Honolulu, Hawaii",2705.4869037578565
839,"Indianapolis, Indiana",1236.7316200618216
840,"Los Angeles-Long Beach-Anaheim, California",2606.6320523671625
841,"Melbourne, Florida",1504.9964912730416
842,"Miami-Fort Lauderdale, Florida",1921.6887842005121
843,"Stamford, Connecticut",1662.5503540153925
844,"Washington, District of Columbia",1588.8635358633876
845,"New York, New York",2594.4889490704627
846,"Los Angeles-Long Beach-Anaheim, California",3299.6304000598493
847,"Chicago, Illinois",2302.267463599426
848,"Seattle, Washington",1803.4028600805173
849,"Stamford, Connecticut",1825.1759088915485
850,"San Diego, California",1805.990970912317
851,"San Francisco, California",2638.1683754988144
852,"Augusta, Georgia",1392.6537345078577
853,"Cleveland, Ohio",1179.9392897438427
854,"Riverside, California",1569.0527726694618
855,"Phoenix, Arizona",1676.3535961962757
856,"Jacksonville, Florida",1350.479551660797
857,"Boston, Massachusetts",2156.224555542718
858,"San Jose, California",2913.914078213661
859,"New York, New York",1661.7541823166987
860,"Los Angeles-Long Beach-Anaheim, California",2986.6928885578354
861,"Richmond, Virginia",1399.356022677601
862,"Grand Rapids, Michigan",1288.4841562991446
863,"Dallas-Fort Worth, Texas",1873.1135791091021
864,"Philadelphia, Pennsylvania",1766.7481741197853
865,"Portland, Oregon",1425.9753362189367
866,"New York, New York",1832.9651360635103
867,"Boston, Massachusetts",2638.51877143863
868,"Atlanta, Georgia",1429.2355685459725
869,"Portland, Oregon",1626.115363338968
870,"Miami-Fort Lauderdale, Florida",1366.7925304114756
871,"New York, New York",3065.478637521269
872,"Houston, Texas",1556.3174058439834
873,"Miami-Fort Lauderdale, Florida",2073.023186866031
874,"Miami-Fort Lauderdale, Florida",1908.3786091816983
875,"Chicago, Illinois",1755.7617947602162
876,"Denver, Colorado",2152.5564560967605
877,"Louisville-Jefferson County, Kentucky",862.2311453636543
878,"Houston, Texas",1352.642980703259
879,"San Diego, California",3298.6050919245445
880,"San Antonio, Texas",1216.4535792937593
881,"Phoenix, Arizona",1198.3234144300093
882,"Los Angeles-Long Beach-Anaheim, California",2496.1009514990137
883,"Austin, Texas",1491.9495136397304
884,"Tucson, Arizona",874.9292654163017
885,"Minneapolis-St Paul, Minnesota",1519.550409465834
886,"Los Angeles-Long Beach-Anaheim, California",2341.1326131977985
887,"Washington, District of Columbia",1493.1711854876014
888,"Atlanta, Georgia",1619.3240363626835
889,"Phoenix, Arizona",1833.0087678926654
890,"San Francisco, California",2041.1034320845451
891,"Chicago, Illinois",1221.4213753337217
892,"San Diego, California",2225.055364290882
893,"Chicago, Illinois",2071.317655703822
894,"Atlanta, Georgia",1446.1552628332777
895,"Miami-Fort Lauderdale, Florida",1747.3501238492395
896,"Washington, District of Columbia",1619.9522598691278
897,"Miami-Fort Lauderdale, Florida",1476.4084452495654
898,"Philadelphia, Pennsylvania",1780.1130318511214
899,"Des Moines, Iowa",1223.2998516442608
900,"San Francisco, California",3524.161247212672
901,"Dallas-Fort Worth, Texas",1563.7646528736027
902,"Los Angeles-Long Beach-Anaheim, California",2421.723291679352
903,"Allentown, Pennsylvania",1132.49629474305
904,"Charlotte, North Carolina",1480.9411935040166
905,"Winston-Salem, North Carolina",1307.28187971412
906,"Phoenix, Arizona",2095.4741029482534
907,"Minneapolis-St Paul, Minnesota",1724.5098072628143
908,"Charlotte, North Carolina",1318.9289931819817
909,"Atlanta, Georgia",1712.685540640918
910,"Melbourne, Florida",1595.5245850234098
911,"Chicago, Illinois",1315.1544324573956
912,"New York, New York",1796.5569672680217
913,"Cleveland, Ohio",1940.0254331841977
914,"Chicago, Illinois",1544.9045670102423
915,"Miami-Fort Lauderdale, Florida",1918.6096514217045
916,"Indianapolis, Indiana",1549.017263064356
917,"North Port-Sarasota-Bradenton, Florida",1071.153992378991
918,"Los Angeles-Long Beach-Anaheim, California",2682.33781576002
919,"St. Louis, Missouri",1355.2959068369248
920,"Columbus, Ohio",1359.9682414983936
921,"Charlotte, North Carolina",1408.5084827218757
922,"San Diego, California",2971.102509682321
923,"Miami-Fort Lauderdale, Florida",1721.0481615534409
924,"Minneapolis-St Paul, Minnesota",1526.4418540948218
925,"New York, New York",1845.7589982772722
926,"Kansas City, Missouri",1087.3447161499753
927,"Phoenix, Arizona",1737.4973498785412
928,"Los Angeles-Long Beach-Anaheim, California",2573.400121348252
929,"Seattle, Washington",2200.2146721588997
930,"Phoenix, Arizona",1377.859175023138
931,"Birmingham, Alabama",1585.0491398131403
932,"Columbia, South Carolina",936.2451286530851
933,"Philadelphia, Pennsylvania",1376.6795971569431
934,"San Francisco, California",2702.058756951662
935,"Orlando, Florida",1313.9746895804285
936,"Pittsburgh, Pennsylvania",1001.3773537057917
937,"Chicago, Illinois",1743.3480467564568
938,"Charlotte, North Carolina",1611.712489780608
939,"Tucson, Arizona",983.8273283578154
940,"Miami-Fort Lauderdale, Florida",2309.1567640732615
941,"Boston, Massachusetts",2138.797083894955
942,"Los Angeles-Long Beach-Anaheim, California",3882.2529591992634
943,"Tucson, Arizona",994.388525758645
944,"Chicago, Illinois",1492.5703922498667
945,"Los Angeles-Long Beach-Anaheim, California",4131.56234270849
946,"Atlanta, Georgia",1376.8938011537527
947,"Atlanta, Georgia",1298.2609371635904
948,"Boston, Massachusetts",2098.1493943003734
949,"Phoenix, Arizona",1474.3757269982661
950,"Phoenix, Arizona",1173.7248427568545
951,"Los Angeles-Long Beach-Anaheim, California",1907.6423058798594
952,"Boston, Massachusetts",2174.9094167439434
953,"New York, New York",3341.287827136954
954,"Chicago, Illinois",1519.9353608014626
955,"Daytona Beach, Florida",1495.692736725491
956,"Tampa, Florida",1624.079228324035
957,"Memphis, Tennessee",1509.054804280625
958,"Denver, Colorado",1735.4050140265567
959,"Dallas-Fort Worth, Texas",2047.5239183678982
960,"Portland, Oregon",1577.11660690274
961,"Memphis, Tennessee",1400.2631185365276
962,"Detroit, Michigan",1036.8426874388688
963,"Los Angeles-Long Beach-Anaheim, California",2949.0841737363426
964,"Sacramento, California",1721.1778592495248
965,"Miami-Fort Lauderdale, Florida",2180.703590781443
966,"Tucson, Arizona",1251.3543678254323
967,"Denver, Colorado",1462.522220932428
968,"Denver, Colorado",1816.4237020507687
969,"Atlanta, Georgia",1697.673704199215
970,"Dallas-Fort Worth, Texas",2046.4556803667776
971,"Jacksonville, Florida",1162.672615390406
972,"Philadelphia, Pennsylvania",2217.053773823162
973,"Miami-Fort Lauderdale, Florida",1868.4555425391864
974,"Fresno, California",1772.3996091383574
975,"Tampa, Florida",1333.5410451787036
976,"Denver, Colorado",1362.1676716281781
977,"Riverside, California",2305.7871829975743
978,"Atlanta, Georgia",1811.079898655229
979,"Phoenix, Arizona",1211.8312254309496
980,"Chicago, Illinois",2117.018878475238
981,"Los Angeles-Long Beach-Anaheim, California",1790.1325511179114
982,"Memphis, Tennessee",1129.9843656252065
983,"Los Angeles-Long Beach-Anaheim, California",2318.7975874887375
984,"San Jose, California",3132.028506807077
985,"Washington, District of Columbia",1922.7023478615486
986,"Raleigh, North Carolina",1577.8961951432927
987,"Baltimore, Maryland",1978.4367361790871
988,"Des Moines, Iowa",1650.5152157133637
989,"Charleston, South Carolina",1728.6682146574055
990,"New York, New York",1496.622574749243
991,"Memphis, Tennessee",801.6217993327045
992,"Colorado Springs, Colorado",1577.6502202845609
993,"Orlando, Florida",1264.5223397291288
994,"Atlanta, Georgia",1669.2234001465242
995,"San Diego, California",2514.822771071248
996,"Miami-Fort Lauderdale, Florida",2185.6120794301455
997,"New York, New York",2649.6251557687847
998,"Minneapolis-St Paul, Minnesota",1305.3314172179942
999,"Raleigh, North Carolina",1756.3924178724023
1000,"Atlanta, Georgia",1567.7214133786765
1001,"Las Vegas, Nevada",1240.0810675569492
1002,"Boise City, Idaho",1454.7602515520523
1003,"Charlotte, North Carolina",1304.8026293491127
1004,"Las Vegas, Nevada",1363.847220919513
1005,"Oklahoma City, Oklahoma",985.7041916443931
1006,"Atlanta, Georgia",2141.778441433943
1007,"Lakeland, Florida",1212.8883433443784
1008,"Tampa, Florida",1708.353961062853
1009,"Indianapolis, Indiana",855.614750802717
1010,"New York, New York",1860.4801229528264
1011,"Las Vegas, Nevada",1570.6378223195438
1012,"Durham, North Carolina",1423.1653962847831
1013,"New York, New York",1912.2555336618077
1014,"San Jose, California",2832.284759470345
1015,"Dallas-Fort Worth, Texas",1789.930146345474
1016,"Nashville, Tennessee",1517.5942004788849
1017,"Phoenix, Arizona",1644.9055885964485
1018,"Atlanta, Georgia",1654.0423382051533
1019,"Denver, Colorado",2299.611324148769
1020,"New York, New York",2501.863953600231
1021,"Phoenix, Arizona",1164.3919174862
1022,"Chicago, Illinois",1618.0790285111716
1023,"San Antonio, Texas",1240.4702076549497
1024,"Port St. Lucie, Florida",1566.5350588576775
1025,"Miami-Fort Lauderdale, Florida",1649.8556378238611
1026,"San Francisco, California",2533.2340473509016
1027,"Louisville-Jefferson County, Kentucky",1168.3664687071437
1028,"Boston, Massachusetts",2425.9835448650415
1029,"Kansas City, Missouri",1207.6479609535486
1030,"Albuquerque, New Mexico",1387.2818277142892
1031,"Atlanta, Georgia",1687.5038184159785
1032,"Daytona Beach, Florida",1547.8171409116685
1033,"Phoenix, Arizona",1452.7530322394741
1034,"Phoenix, Arizona",1214.1028189818119
1035,"Riverside, California",1576.833707623525
1036,"Charleston, South Carolina",2050.79469922074
1037,"San Diego, California",2577.5508602473096
1038,"Dallas-Fort Worth, Texas",1608.4011786589926
1039,"Seattle, Washington",2101.9634894697047
1040,"Minneapolis-St Paul, Minnesota",1651.3363733178917
1041,"Los Angeles-Long Beach-Anaheim, California",1989.0771737836412
1042,"New York, New York",2274.915675503988
1043,"San Francisco, California",3737.9474999966956
1044,"Dallas-Fort Worth, Texas",1801.4000452153643
1045,"Indianapolis, Indiana",966.3235714487322
1046,"San Antonio, Texas",1542.400842597495
1047,"Los Angeles-Long Beach-Anaheim, California",2265.7435343867965
1048,"Dallas-Fort Worth, Texas",1152.0681384513086
1049,"Miami-Fort Lauderdale, Florida",1966.9735582356418
1050,"Pittsburgh, Pennsylvania",1244.1821236844746
1051,"Los Angeles-Long Beach-Anaheim, California",3794.539088717688
1052,"Urban Honolulu, Hawaii",1581.1080808320885
1053,"Los Angeles-Long Beach-Anaheim, California",2653.363166871768
1054,"Miami-Fort Lauderdale, Florida",2061.8841579130653
1055,"Boston, Massachusetts",2235.6983310601763
1056,"Los Angeles-Long Beach-Anaheim, California",2366.9761555640025
1057,"Las Vegas, Nevada",1687.135450341953
1058,"Washington, District of Columbia",1542.7755011139827
1059,"Phoenix, Arizona",1470.9848313414536
1060,"San Francisco, California",2249.9815653990127
1061,"Houston, Texas",1417.3451415224902
1062,"Tampa, Florida",1445.5563601077265
1063,"New York, New York",2144.5141823388863
1064,"Charlotte, North Carolina",1565.1163760389065
1065,"Miami-Fort Lauderdale, Florida",1591.3017316652044
1066,"Fresno, California",1858.7533698817415
1067,"Cleveland, Ohio",1522.6591499097467
1068,"New York, New York",1641.9323927411356
1069,"Seattle, Washington",2000.651179410455
1070,"Hartford, Connecticut",1375.438513073539
1071,"Houston, Texas",1669.044783252381
1072,"Dallas-Fort Worth, Texas",1511.4268438318063
1073,"Baltimore, Maryland",1542.5665661158325
1074,"Atlanta, Georgia",1560.3607409992194
1075,"Chicago, Illinois",1663.1240823676615
1076,"San Diego, California",1965.4239370290609
1077,"Miami-Fort Lauderdale, Florida",1667.5881641788483
1078,"Denver, Colorado",1839.0179427064193
1079,"Atlanta, Georgia",1449.940022732922
1080,"Denver, Colorado",1569.0124981351978
1081,"Los Angeles-Long Beach-Anaheim, California",3656.4930616650445
1082,"Seattle, Washington",1708.8433927075448
1083,"Tampa, Florida",1308.0612857493243
1084,"Seattle, Washington",1959.3174533439226
1085,"Los Angeles-Long Beach-Anaheim, California",3594.5617418501133
1086,"San Francisco, California",3038.5821406399928
1087,"Memphis, Tennessee",1678.0691364454121
1088,"Richmond, Virginia",1380.7743966711591
1089,"Memphis, Tennessee",1500.3369284577182
1090,"Chicago, Illinois",1522.1179877041702
1091,"Columbia, South Carolina",1233.4661624295754
1092,"New York, New York",4888.948047241007
1093,"Chicago, Illinois",1812.2329467914171
1094,"New York, New York",2810.1330229665073
1095,"Las Vegas, Nevada",1580.3780232784848
1096,"San Francisco, California",3537.5719992380373
1097,"Dallas-Fort Worth, Texas",1746.7009839840016
1098,"Philadelphia, Pennsylvania",1166.9349656439708
1099,"New York, New York",1732.5388040222015
1100,"Washington, District of Columbia",2131.662103413665
1101,"Atlanta, Georgia",1113.417335643653
1102,"Houston, Texas",1608.7978842393277
1103,"Las Vegas, Nevada",1272.890905537216
1104,"Phoenix, Arizona",975.46410675549
1105,"Tampa, Florida",1177.321176129767
1106,"Riverside, California",1319.245472319016
1107,"Los Angeles-Long Beach-Anaheim, California",2546.6330288096033
1108,"Columbia, South Carolina",1349.94678761574
1109,"Richmond, Virginia",1559.6557595920688
1110,"Las Vegas, Nevada",1517.7437230209657
1111,"Minneapolis-St Paul, Minnesota",1440.3099770334456
1112,"Greenville, South Carolina",1400.1069434906426
1113,"Phoenix, Arizona",1676.1521148232996
1114,"St. Louis, Missouri",1224.3284749910204
1115,"Houston, Texas",1650.635203324477
1116,"Las Vegas, Nevada",1044.8347898850952
1117,"Denver, Colorado",1868.2884350745219
1118,"Chicago, Illinois",1183.6562871794667
1119,"Dallas-Fort Worth, Texas",1563.9102851207192
1120,"Seattle, Washington",1844.2948909125676
1121,"Houston, Texas",1468.1944185551147
1122,"Nashville, Tennessee",1446.438530941474
1123,"Atlanta, Georgia",2012.6911171566373
1124,"Riverside, California",2185.403416807682
1125,"Houston, Texas",1477.6308861313032
1126,"Los Angeles-Long Beach-Anaheim, California",2375.7469227077477
1127,"New York, New York",2251.686622173204
1128,"Seattle, Washington",2036.7395733689305
1129,"Baltimore, Maryland",1933.5711259754476
1130,"Hartford, Connecticut",1149.6059712039066
1131,"Denver, Colorado",1725.9675842951592
1132,"Los Angeles-Long Beach-Anaheim, California",2363.1874333530777
1133,"Washington, District of Columbia",2006.5963933893725
1134,"Houston, Texas",2039.6560844115807
1135,"Las Vegas, Nevada",1610.7169772621442
1136,"San Francisco, California",3328.692934511029
1137,"San Francisco, California",2482.8815048530837
1138,"Minneapolis-St Paul, Minnesota",2581.876189323476
1139,"Jacksonville, Florida",1509.7189422823585
1140,"Chicago, Illinois",2077.681960813931
1141,"Los Angeles-Long Beach-Anaheim, California",4986.092334388473
1142,"Chicago, Illinois",1863.737747399031
1143,"Boston, Massachusetts",1899.5147927692447
1144,"Atlanta, Georgia",1622.0769913716065
1145,"Sacramento, California",1956.2616341527903
1146,"Los Angeles-Long Beach-Anaheim, California",1997.4055391849602
1147,"Omaha, Nebraska",1136.7964817135444
1148,"Los Angeles-Long Beach-Anaheim, California",1864.2503064445668
1149,"Atlanta, Georgia",1642.0279734992516
1150,"Phoenix, Arizona",1614.0221857193255
1151,"Miami-Fort Lauderdale, Florida",1441.0708557738135
1152,"Los Angeles-Long Beach-Anaheim, California",2541.4566794692955
1153,"Riverside, California",1873.8885698826502
1154,"Atlanta, Georgia",1868.6991936857628
1155,"Dallas-Fort Worth, Texas",1733.145744229749
1156,"Seattle, Washington",1695.8216454580229
1157,"Baltimore, Maryland",2002.152979611687
1158,"Urban Honolulu, Hawaii",1863.7977195014273
1159,"Richmond, Virginia",1686.0429640683967
1160,"Los Angeles-Long Beach-Anaheim, California",2637.304587617894
1161,"Phoenix, Arizona",1761.4810743222781
1162,"Tampa, Florida",1446.1574257781538
1163,"Los Angeles-Long Beach-Anaheim, California",2666.9076287127946
1164,"Los Angeles-Long Beach-Anaheim, California",3678.203528302784
1165,"Allentown, Pennsylvania",1524.2813103789022
1166,"Charlotte, North Carolina",1359.5172004168628
1167,"San Diego, California",2060.1180944671046
1168,"Washington, District of Columbia",2142.007972722822
1169,"Houston, Texas",1290.3724825662407
1170,"Denver, Colorado",1841.2111491614733
1171,"Lakeland, Florida",1429.4518715070728
1172,"Los Angeles-Long Beach-Anaheim, California",2762.4240216886888
1173,"Greenville, South Carolina",1247.9967938722953
1174,"Seattle, Washington",2072.5035043441167
1175,"Boston, Massachusetts",2290.7394379963657
1176,"Philadelphia, Pennsylvania",1985.4639540572896
1177,"Urban Honolulu, Hawaii",2808.8410972807274
1178,"Boston, Massachusetts",1625.8345309473111
1179,"Indianapolis, Indiana",1645.155681078071
1180,"Denver, Colorado",1951.989843194246
1181,"Boston, Massachusetts",1402.015721086052
1182,"San Jose, California",2948.5814398231923
1183,"Jacksonville, Florida",1788.924660409766
1184,"Dallas-Fort Worth, Texas",1566.1619145043105
1185,"Washington, District of Columbia",1745.3148933945354
1186,"Washington, District of Columbia",2173.727930752627
1187,"Denver, Colorado",1622.1402438246885
1188,"Portland, Oregon",1454.4916070653203
1189,"Seattle, Washington",1714.3333474598824
1190,"Phoenix, Arizona",1471.3580371999842
1191,"Chicago, Illinois",1624.1032000432658
1192,"Atlanta, Georgia",1663.0457237949845
1193,"San Diego, California",1863.722854876301
1194,"Austin, Texas",1330.243138669336
